date,VXZ,BTAL,CORN,DBMF,GSY,PVI,SMH,PBS,MNA,EWN,VGT,ENZL,EPOL,LEMB,ANGL,HYDB,PHB,PFFV,HYXU,EMB,EWW,CEW,VWOB,VTIP,HEWJ,KBWP,HYGH,PBJ,PPLT,IYK,EMLC,BAR,VSMGX,DIA,VTEB,XME,VASGX,AIEQ,TFI,FINX,INDY,SPHD,FXF,SIVR,LVHD,IHE,IYH,XLV,FBT,UFO,XPH,EIDO,XBI,IWX,IVE,VOOV,XMMO,OUSA,PGF,USMV,SWAN,BJK,FSTA,LGLV,HYD,IQLT,DBA,DBEU,ACWV,PPA,EWJ,QUAL,QMOM,IJK,SPLG,URTH,SCHX,SUSL,IVV,SPTM,USSG,MTUM,TDIV,IEO,XLE,VDE,VFMF,TOKE,VICE,VEGI,COMT,IYF,GSG,JVAL,FUTY,VPU,RSPU,IDU,MCHI,VPC,FXI,EWU,EWS,BDCX,KBWD,ROKT,VWO,FLAX,PIN,IMOM,NORW,FAN,XRT,UGA,AMLP,HACK,DBO,KRE,IAT,EEMV,DBC,TAIL,IEI,VGIT,SCHR,STPZ,TOTL,IEF,GOVT,BNDX,VBMFX,SPAB,SPLV,ICF,IHF,SCHH,IYR,PSR,VNQ,USRT,SOYB,RWR,SDY,RWO,PICK,BCD,SPEM,SCHE,ESGE,AIA,HERO,GEM,COPX,FCOM,EEM,NERD,VOX,VCR,PSCC,AOK,EDV,AOM,SPTL,BLV,VGLT,VCLT,SPLB,RSPD,FLCO,SUB,FLOT,TIPX,SCHP,LTPZ,EWZ,FDLO,SCHZ,GCC,EWK,AVDV,EWC,SCZ,AVDE,SCHF,IEFA,ESGD,EWP,FXC,IEUR,IGOV,KCE,KRMA,IYG,FXO,VOT,QLTA,SMB,BOND,IG,SLQD,GNOM,FITE,ARKQ
2023-10-04 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-09 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-10 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-12 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-13 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-16 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-17 00:00:00-04:00,0.17583048866134152,0.1468458549901966,0.14059753694682764,0.1284337886175952,0.07436428480418086,0.0667530761818873,0.05902350041763925,0.04590789924017666,0.04201538586920802,0.0312337517678481,0.031001506546253062,0.029807140586675804,0.02818578537017001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
