,0
2022-01-02,0.001096404694966191
2022-01-03,0.0018610405705112854
2022-01-04,-0.00046327917015853703
2022-01-05,0.0020971351878957822
2022-01-06,0.0012193767772941122
2022-01-07,0.00035387832179822887
2022-01-08,-0.0022432915927919073
2022-01-09,0.0009068491869350659
2022-01-10,-0.0014326650138213326
2022-01-11,-0.0013226627172604477
2022-01-12,-0.0005450782885919603
2022-01-13,0.0007050623440307824
2022-01-14,0.0011703087809873391
2022-01-15,0.0021861488637875404
2022-01-16,0.0003769129682866801
2022-01-17,0.0007930688861503832
2022-01-18,0.0015699747592288205
2022-01-19,-0.001649213295885299
2022-01-20,-0.000579693101294243
2022-01-21,0.001272002860600363
2022-01-22,0.0015561062837787798
2022-01-23,0.002705959712785866
2022-01-24,0.005855919723629421
2022-01-25,0.0013345625114087323
2022-01-26,-0.0028683565282731083
2022-01-27,0.0004265861359451506
2022-01-28,0.002180548107657998
2022-01-29,0.002297415608968123
2022-01-30,-0.0018735036210032474
2022-01-31,0.002687969630072784
2022-02-01,0.00020679943356083363
2022-02-02,0.0013432181406483057
2022-02-03,-0.0002376171191268428
2022-02-04,0.0026011367417830833
2022-02-05,0.00281076010582626
2022-02-06,-0.0002982225062320154
2022-02-07,0.002693959865298856
2022-02-08,-0.0011299854656789954
2022-02-09,-0.0007263051932578923
2022-02-10,-0.001702352475684954
2022-02-11,0.0008135664948405452
2022-02-12,0.0012177211293180612
2022-02-13,0.0027899137677229735
2022-02-14,0.001466749278578039
2022-02-15,0.00020421646274071392
2022-02-16,0.0029701616086563742
2022-02-17,-0.001205057082028671
2022-02-18,-0.0003796106781025488
2022-02-19,-0.0005243220413356786
2022-02-20,0.00041444600328843784
2022-02-21,-0.0014531743363415117
2022-02-22,-0.003365404909627112
2022-02-23,0.003391406111833195
2022-02-24,-0.0011056631216992407
2022-02-25,0.0027649232525182033
2022-02-26,0.0024689821737482465
2022-02-27,-0.002129085669475228
2022-02-28,0.0015275350757861794
2022-03-01,-0.0018125370197166202
2022-03-02,0.0008440899630262066
2022-03-03,0.0003123467068075758
2022-03-04,0.0009421543475562899
2022-03-05,0.0011709245781568178
2022-03-06,0.0004221309357546055
2022-03-07,-0.000502325378187618
2022-03-08,-0.0007187664534191729
2022-03-09,-0.0002476710658719794
2022-03-10,0.0028957808320342338
2022-03-11,0.0011381002558876752
2022-03-12,-0.0015535356532311306
2022-03-13,-0.0002801764965686404
2022-03-14,0.0017746734318908608
2022-03-15,-0.0017274141267441534
2022-03-16,-0.002461005073569167
2022-03-17,0.0016446953885302928
2022-03-18,0.0024306468228172395
2022-03-19,0.001227021078367141
2022-03-20,-0.002871815027374769
2022-03-21,-0.00043661856674959143
2022-03-22,0.0005480011084644243
2022-03-23,0.0008763639934965539
2022-03-24,-0.0006968167443133222
2022-03-25,0.0031694506233050923
2022-03-26,0.0019029897322020428
2022-03-27,0.0011326665586908202
2022-03-28,0.0006104653472778221
2022-03-29,-0.003257814465493114
2022-03-30,-0.0026771960722913324
2022-03-31,0.003614809959189058
2022-04-01,0.0016542602009570473
2022-04-02,-0.0027869036631875677
2022-04-03,0.0026745470531532867
2022-04-04,0.0008828821066118042
2022-04-05,-0.0009168790963652862
2022-04-06,0.0010260048513068831
2022-04-07,0.0013606915666255492
2022-04-08,-0.00025539440521693546
2022-04-09,0.0002573834827013233
2022-04-10,0.002598352802006376
2022-04-11,-0.0021365486433757575
2022-04-12,0.00030651539324511035
2022-04-13,0.0003298696406510704
2022-04-14,0.0006431485587303776
2022-04-15,0.0013013972811153351
2022-04-16,-0.00034803051276477426
2022-04-17,-0.001022351631102647
2022-04-18,0.000852833313607082
2022-04-19,0.00123962249757259
2022-04-20,-0.001936850539543622
2022-04-21,-0.0007391511755187041
2022-04-22,0.0007530485595248493
2022-04-23,0.00010104301587632314
2022-04-24,-0.00010021568499030131
2022-04-25,8.956109377300514e-05
2022-04-26,0.0029736748164819193
2022-04-27,-0.0029695405242513573
2022-04-28,0.001336464124611858
2022-04-29,-0.0010592445381382154
2022-04-30,-0.0012832890649751016
2022-05-01,0.0004550180477844723
2022-05-02,0.003690433363299439
2022-05-03,0.00029475125527356205
2022-05-04,0.0005006307114101549
2022-05-05,-0.0019902873926490594
2022-05-06,-0.0010889938390079568
2022-05-07,-0.002793133114810109
2022-05-08,-0.0018126566474157002
2022-05-09,0.00014251130235609644
2022-05-10,0.00164358980299939
2022-05-11,0.0032906338098124266
2022-05-12,0.0017610128664837799
2022-05-13,0.0008791261882106216
2022-05-14,-0.0003595526700062024
2022-05-15,0.0015233307363944348
2022-05-16,-0.0003915951956108277
2022-05-17,0.0008867174773625752
2022-05-18,0.002664946415483538
2022-05-19,0.0009502147681044182
2022-05-20,0.0028607368392365995
2022-05-21,1.5111652410304544e-05
2022-05-22,-0.0002733151949275703
2022-05-23,0.0016110569704621547
2022-05-24,-0.0004135337195986244
2022-05-25,0.0030737699032008514
2022-05-26,-1.7994390640874158e-06
2022-05-27,0.002587187274406988
2022-05-28,0.00022821694099461887
2022-05-29,0.0011501656828458717
2022-05-30,0.0030761263412459883
2022-05-31,0.001634995167145492
2022-06-01,0.0010437529324460737
2022-06-02,0.001784555006369759
2022-06-03,0.0006964711699928294
2022-06-04,0.0008414852049314359
2022-06-05,0.0023466295289460426
2022-06-06,0.001105510169413737
2022-06-07,0.004945341697181194
2022-06-08,0.001550223536548101
2022-06-09,0.00031114447412794455
2022-06-10,0.004250530141828079
2022-06-11,0.0009966563529677508
2022-06-12,0.0010228684245963127
2022-06-13,0.002155703197006309
2022-06-14,-0.0006111419061617385
2022-06-15,-0.0008491938293104795
2022-06-16,0.0015898397122362518
2022-06-17,0.002731610434038245
2022-06-18,0.0030262435791570397
2022-06-19,0.00168737937929464
2022-06-20,0.0021925884281108754
2022-06-21,0.0009560082000961145
2022-06-22,-0.0006531515802056242
2022-06-23,0.0011922312505223687
2022-06-24,-0.00036271716473668114
2022-06-25,-9.971525429119943e-05
2022-06-26,-0.002833338482071124
2022-06-27,-0.0004089823139091786
2022-06-28,0.0007674841438722879
2022-06-29,0.001679054919421219
2022-06-30,0.00042057295262809546
2022-07-01,0.002484374385660182
2022-07-02,-0.0015212553871442047
2022-07-03,0.0038684431278219744
2022-07-04,0.00019105914731398776
2022-07-05,0.0007770696541904432
2022-07-06,0.002705639321759268
2022-07-07,-0.001249972470971361
2022-07-08,-0.0008014706614243305
2022-07-09,-0.001365233579392
